_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,gender,gender:confidence,profile_yn,profile_yn:confidence,created,description,fav_number,gender_gold,link_color,name,profile_yn_gold,profileimage,retweet_count,sidebar_color,text,tweet_coord,tweet_count,tweet_created,tweet_id,tweet_location,user_timezone
815719320,FALSE,finalized,3,10/26/15 23:24,male,1,yes,1,2008-05-10 8:31,"Maker, Conceptor & Creative Developer - 0xBAC3A9BD - #conception #geek #dev #agile #neutralite #opensource #privacy #copyright",193,,107FC9,Adrien_RG,,https://pbs.twimg.com/profile_images/643511925532397568/hjSpxYYZ_normal.jpg,0,FFFFFF,Reimagining the #webdesign process by @InVisionApp - https://t.co/Vmb0OZU67e https://t.co/hFlWR8tfOl,,3874,10/26/15 12:40,6.59E+17,127.0.0.1,Athens
815719322,FALSE,finalized,3,10/27/15 0:00,male,0.705,yes,1,1/17/12 20:36,Calm And Cool,1140,,0099B9,ClemsonJohn,,https://pbs.twimg.com/profile_images/654408635624374273/W6M8MAEb_normal.jpg,0,5ED4DC,@deptulahasrage Clemson only need to stack the line against FSU then they may not even score,,300,10/26/15 12:40,6.59E+17,Greenville S.C,Eastern Time (US & Canada)
815719323,FALSE,finalized,3,10/27/15 1:25,female,0.6631,yes,1,2005-03-09 14:30,A retro modernist suffering from unsightly visibility.,366,,0,movieskink,,https://pbs.twimg.com/profile_images/2184506197/photo_normal.png,0,0,I can see now that there's no way I'm going to resist this Shattered Empire business. The Noto cover alone! https://t.co/nLmIC5xDmp,,8118,10/26/15 12:40,6.59E+17,,Eastern Time (US & Canada)
815719325,FALSE,finalized,3,10/26/15 23:05,male,1,yes,1,2/25/12 4:30,"Doctorate in Physics, 2 time Olympic swimming gold medalist and professional liar.",4902,,9266CC,Shady1277,,https://pbs.twimg.com/profile_images/656882357388095488/omsbXenk_normal.png,0,0,@cringe_channel chris chan has the fame,,2286,10/26/15 12:40,6.59E+17,pronouns - dead/pool,Dublin
815719326,FALSE,finalized,3,10/26/15 23:09,female,1,yes,1,7/23/12 22:34,I only trust people that like big butts. They cannot lie.,1724,,0084B4,ilovegiraffes_,,https://pbs.twimg.com/profile_images/651146254521466880/eAuUwatH_normal.jpg,0,C0DEED,The accuracy though lol  https://t.co/frFforEeLC,,5244,10/26/15 12:40,6.59E+17,,
815719327,FALSE,finalized,3,10/27/15 0:48,male,1,yes,1,2008-12-13 8:21,dont take my tweets serious and if you do... *shrugs* Shit happens...... look at my link and pin. i have no reason to be on here now.,33672,,990000,oddbennett,,https://pbs.twimg.com/profile_images/655078683007283200/w9kQ_VYL_normal.jpg,0,FFFFFF,"Im weakkkkk_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â
Tbh thats the only way to shut down girls who flex",,95732,10/26/15 12:40,6.59E+17,Belleville,Central Time (US & Canada)
815719329,FALSE,finalized,3,10/27/15 1:29,female,1,yes,1,9/30/15 5:07,"Community Outreach. Medicaid Managed Care
Board Member United Way Chicago
M.A. Gerontology. Advocate for Underserved Communities. ISU Alumni. ëÓë£ë÷",800,,0084B4,LmarieAsad,,https://pbs.twimg.com/profile_images/649597416367345664/t6N81DpM_normal.jpg,0,C0DEED,"Thanks to the #ACA more adults are eligible for #Medicaid in #Illinois &amp; able to apply online.  @YoungInvincible

https://t.co/cfwlLqv4K9",,595,10/26/15 12:40,6.59E+17,"Chicago, IL",
815719330,FALSE,finalized,3,10/26/15 22:04,female,1,yes,1,9/26/14 3:30,Ventas Digitales @ IBM EspaÌ±a. Todas mis opiniones son personales y las hay de todos los colores. TambiÌ©n puedes contactarme en http://t.co/U9r28x31Hr,54,,9266CC,AliciaVRuiz,,https://pbs.twimg.com/profile_images/515451137852313600/wxh-xYcG_normal.jpeg,0,0,"IBMSocialBiz: In the future, there will be a narrowing of the gap of people's abilities to use tools proficiently. JenniferMcClure #H2HChatÛ_",,22145,10/26/15 12:40,6.59E+17,Madrid,Madrid
815719331,FALSE,finalized,3,10/26/15 22:36,male,1,yes,1,1/20/11 20:20,#Ä£FreeZa #Ä£RIPNAZERAH_ü,14992,,FA3CBE,KingClay__,,https://pbs.twimg.com/profile_images/595407457154805762/9-kSx66n_normal.jpg,0,0,Chris Got On The Black Toe 1s _Ù÷_,,48045,10/26/15 12:40,6.59E+17,,Eastern Time (US & Canada)
815719332,FALSE,finalized,3,10/27/15 0:18,female,1,yes,1,2008-10-13 19:01,"æáæ¡æü µÑæ¡µä fµ÷ê¬µ æüå¼µ÷ èÁæüæüæü'À, æáæ¡æü æüå¼µ÷ µÄèÁæáµÄæüè¢ èÁæüæüæü'À, µµµµµµ å¼æ¡ µæü µå¼µö è¢µÑå¼p fµ÷ê¬µ'À èÁæüæüæü'À",38680,,4A913C,thepanda_karina,,https://pbs.twimg.com/profile_images/653465887949717504/T_QLnLTW_normal.png,0,0,@iampoojabalaji The day after his wedding anniversary... Sucks to suck,,34852,10/26/15 12:40,6.59E+17,|| SPNCW || Samandriels ||,Central Time (US & Canada)
815719334,FALSE,finalized,3,10/27/15 1:45,female,1,yes,1,2/26/13 22:02,you're a catalyst to your happiness,13588,,BD98E5,sh4nnonmiller,,https://pbs.twimg.com/profile_images/631159147556286466/TTOLDcJq_normal.jpg,0,0,When you're 20 mins early to an advising appointment but the bitch before you goes over by 10 mins_Ù÷Ô,,6464,10/26/15 12:40,6.59E+17,bay area x boulder,Arizona
815719337,FALSE,finalized,3,10/27/15 1:50,male,1,yes,1,11/21/08 10:38,Idiot from Baltimore who thinks he is funny.,6044,,994700,DrRockt0pus,,https://pbs.twimg.com/profile_images/641986326477303808/kbf-w6AD_normal.jpg,0,FFFFFF,@paulmgardner @cwellssun I knew a guy who was in the military who used it because it doesn't show up on drug tests.,,9799,10/26/15 12:40,6.59E+17,"Baltimore, MD",Eastern Time (US & Canada)
815719338,FALSE,finalized,3,10/26/15 23:53,male,1,yes,1,3/24/15 13:17,computer engineer @ Khalifa university,3,,0084B4,buomar94,,https://pbs.twimg.com/profile_images/582451412853874688/WUK-c-Bl_normal.jpg,0,C0DEED,"My mom listening to ""Hello"" what's happening to the world",,52,10/26/15 12:40,6.59E+17,,
815719339,FALSE,finalized,3,10/26/15 23:12,female,1,yes,1,6/14/13 6:52,|Studying At Dillard University| |Dr.Williams|,634,,0084B4,mill_isit,,https://pbs.twimg.com/profile_images/655922626695598080/DY90mawX_normal.jpg,0,C0DEED,"If ion work one job , I work the other .",,7107,10/26/15 12:40,6.59E+17,"New Orleans, LA",
815719340,FALSE,finalized,3,10/26/15 23:27,female,1,yes,1,2002-02-12 11:55,Leonel Dominic,4941,,0084B4,Mydickboyyy,,https://pbs.twimg.com/profile_images/658120358571196416/owZaYiVc_normal.jpg,0,C0DEED,Lrt me at work allllllllllllllll the time!!!!!,,10170,10/26/15 12:40,6.59E+17,,
815719343,FALSE,finalized,3,10/26/15 23:50,female,1,yes,1,11/19/13 2:34,"How to Quit Paying for Expensive Medical Visits and Fake Fixes, and Eliminate His Frustrating, Nagging and Constantly Repeating Low Back Pain.",102,,0000FF,ArdithBordonaro,,https://pbs.twimg.com/profile_images/441066015640666112/AWytWS1a_normal.jpeg,0,C0DEED,"Flexible Diet Plan: Revealed for the first time, secret methods for losing weight, without having to give upÛ_ https://t.co/yGQYYVCYKi",,75252,10/26/15 12:40,6.59E+17,,
815719344,FALSE,finalized,3,10/26/15 23:02,male,0.6553,yes,1,3/22/10 10:54,"born london, grew up basildon, lived cornwall,  most of that at sea. makes no sense. but that's fine.",62,,352FEB,spikenewlyn,,https://pbs.twimg.com/profile_images/1377351428/marrok.logo_normal.jpg,0,C0DEED,Total loss of respect for the little twat https://t.co/eQstpYJEck,,552,10/26/15 12:40,6.59E+17,west cornwall,London
815719345,FALSE,finalized,3,10/26/15 22:16,male,1,yes,1,5/19/12 11:19,i just signed myself,3662,,73A1A9,fuckgivenchy,,https://pbs.twimg.com/profile_images/653588084282556420/b1WTamg1_normal.jpg,0,FFFFFF,"he needs his own intro for when you pick up the phone 'CLIFFORD ELLIS, THE GREATEST BROCKER IN THE WORLD' lmfao",,32310,10/26/15 12:40,6.59E+17,kalu@blackedout.co.uk,London
815719346,FALSE,finalized,3,10/27/15 1:51,male,1,yes,1,2009-06-08 19:49,"Journalist and producer with @camanpour on @cnni. Always open to a spicy taco. Views are my own, RT äÊ endorsement, duh.",34,,128A8A,mickbk,,https://pbs.twimg.com/profile_images/652496810557222912/__1J0NiS_normal.jpg,0,87BC44,Fortune favors the funny in Guatemala election: https://t.co/E1Qa16AweK https://t.co/c8nvJn3VaN,,3795,10/26/15 12:40,6.59E+17,London,Eastern Time (US & Canada)
815719350,FALSE,finalized,3,10/26/15 22:49,female,1,yes,1,7/17/13 0:14,Your brain is that bodily organ which starts working the moment you awake and does not stop until you get into the class.,3,,0084B4,DianaTsang1,,https://pbs.twimg.com/profile_images/578719023426248704/0toNxk5e_normal.jpeg,0,C0DEED,Would Û÷The AffairÛª Be Easier To Watch If The Kids WerenÛªt Such Brats? [Spoilers]: The Showtime series The Affa... https://t.co/o6jpVaUFdz,,15690,10/26/15 12:40,6.59E+17,University,Sydney
815719351,FALSE,finalized,3,10/27/15 0:26,female,1,yes,1,10/24/14 5:54,NO 1 9ja online GIST | Entertainment | News  | Musics | Videos | Events | Celebrity focus | Interviews | Life Style | Fashion | #VideoDIRECTOR(@mc_expy),10,,0084B4,iSpeak9ja,,https://pbs.twimg.com/profile_images/544434415527415809/dYWDptQe_normal.jpeg,0,C0DEED,"NBD, This Comet Is Spewing Gallons of Wine In Space: Scientists have discovered that the comet Lovejoy is spew... https://t.co/42Fa4wwoA1",,52012,10/26/15 12:40,6.59E+17,NIGERIA,London
815719353,FALSE,finalized,3,10/26/15 22:56,male,1,yes,1,10/28/12 14:29,hollow heart.,5122,,2FC2EF,downeysmile,,https://pbs.twimg.com/profile_images/422040340015497216/yzLGvLtX_normal.png,0,FFFFFF,Stats for the day have arrived. 1 new unfollower. Stats via https://t.co/VuMDKp70A7.,,18553,10/26/15 12:40,6.59E+17,"Napoli, Campania",Amsterdam
815719354,FALSE,finalized,3,10/26/15 23:10,female,1,yes,1,4/21/12 2:38,It hurts to let go. Sometimes it seems the harder you try to hold on to something or someone the more it wants to get away.,0,,0000FF,kilpatrickeolue,,https://pbs.twimg.com/profile_images/533136162924158976/HOP_uILr_normal.jpeg,0,FFFFFF,#VivienLeigh Gone With The Wind Clark Gable Vivien Leigh #Photo https://t.co/yVO2B34jrw #Film #Actress,,82319,10/26/15 12:40,6.59E+17,,Berlin
815719357,FALSE,finalized,3,10/27/15 0:51,male,0.337,yes,1,2010-12-14 4:30,magnificent fujoshi scum,5517,,FAD733,mirakyun,,https://pbs.twimg.com/profile_images/658556758609137665/bWyK2txD_normal.jpg,0,0,"Kaito's song is about chasing after an idealized version of himself, but in the real world, he's alone. #starmyu https://t.co/TvLbxrYMRK",,34890,10/26/15 12:40,6.59E+17,,
815719358,FALSE,finalized,3,10/26/15 22:37,female,1,yes,1,2007-03-14 2:53,"Just a girl in love with God. Pole vaulting, lifting, reading and horseback riding are my passions. Country loving small town girl!",15010,,0084B4,kayadfi,,https://pbs.twimg.com/profile_images/484636447576571905/uIDd3p4V_normal.jpeg,0,C0DEED,Photo: The Fellowship of the Ring: Book One in the Lord of the RingsÛ_: https://t.co/4A1v5WdDd4 https://t.co/Hyosq3fr5e,,222464,10/26/15 12:40,6.59E+17,Arkansas,Pacific Time (US & Canada)
815719359,FALSE,finalized,3,10/26/15 23:14,female,0.6688,yes,1,2002-06-11 9:57,"some days i want world peace, other days i want to burn the world down",87,,0,6SEISS6,,https://pbs.twimg.com/profile_images/600239079960096769/iFAxQfXK_normal.jpg,0,0,"I kept telling myself the temptations would let me in,
And they did.",,28280,10/26/15 12:40,6.59E+17,,Quito
815719360,FALSE,finalized,3,10/27/15 1:36,male,1,yes,1,2009-08-14 14:01,Everything I do need a news crew's presence.,17901,,0084B4,lesatorr,,https://pbs.twimg.com/profile_images/511254006237126656/oRsrapRC_normal.jpeg,0,C0DEED,Photo: Snow Queen - Vlad Barbe | Kids &amp; Family |716822518: The Snow Queen is a fairy tale by Hans Christian... https://t.co/CC4qqNHvjY,,155674,10/26/15 12:40,6.59E+17,NY,Pacific Time (US & Canada)
815719361,FALSE,finalized,3,10/27/15 1:46,female,0.6566,yes,0.6566,7/26/10 10:50,"EntÌ£o estÌÁ bem.
18. Sporting Clube de Portugal. 1906",11414,,2FC2EF,babisofia,,https://pbs.twimg.com/profile_images/614839389634568192/BhzOHcNO_normal.jpg,0,FFFFFF,"Fool me three times, fuck the peace signs
Load the chopper, let it rain on you",,50993,10/26/15 12:40,6.59E+17,Torres Novas,
815719365,FALSE,finalized,3,10/27/15 0:28,female,1,yes,1,3/20/13 6:04,The island's official magical creature || OMG you can't just ask me why I'm white || Avi & Header are me || @BarnQueenAcc & @r4wellbeing ambassador,26721,,9266CC,SouthAfricanEQ,,https://pbs.twimg.com/profile_images/653622349145706496/86FKS8rw_normal.jpg,0,0,"The world(esp EqAnon island)needs more people like @EQcompliments, @HorseShowTutor, @StudioOnWhitney, @DejavuEq &amp; @AthleticEq #AmazingLadies",,37290,10/26/15 12:40,6.59E+17,South Africa,Pretoria
815719366,FALSE,finalized,3,10/26/15 23:00,male,1,yes,1,9/19/08 13:33,"Helping build a supercomputer, because no-one's making GIANT ROBOTS, anyhow it's keeping busy until the send me to Mars. All tweets CC-BY http://t.co/mtenMjd6xx",95,,F78A22,Aethylred,,https://pbs.twimg.com/profile_images/646841457609830400/phgVQRhm_normal.png,0,E59B38,@bentorkington @NZInlandRevenue ...don't bother with KiwiSaver until the kickstart fund is restored,,30354,10/26/15 12:40,6.59E+17,"Palmerston North, or Foxton.",Wellington
815719368,FALSE,finalized,3,10/27/15 2:09,female,1,yes,1,8/20/13 20:42,Train like you've been picked for the Hunger Games,3322,,ABB8C2,constanshow,,https://pbs.twimg.com/profile_images/658624656304308224/Ies3fy4s_normal.jpg,0,FFFFFF,Hello from the... Nah,,19365,10/26/15 12:40,6.59E+17,,Beijing
815719369,FALSE,finalized,3,10/27/15 1:42,male,1,yes,1,2009-06-14 15:27,"ª_ü | 15 | Looking for a miracle, you're fucking with the right one | jess ªÁ",53563,,3B94D9,coloredcharms,,https://pbs.twimg.com/profile_images/657525719304663040/jJRgyPcY_normal.jpg,0,0,"""Came into the game when white rappers weren't a cliche""

@classified spittin' that truth",,52653,10/26/15 12:40,6.59E+17,rolling with gangs for $20,Eastern Time (US & Canada)
815719373,FALSE,finalized,3,10/27/15 1:34,female,1,yes,1,3/16/11 11:32,"38 year old married broad. Makeup Artist,Stylist. Raising to 2 beautiful girls to be strong beautiful women.Wife to a Roughneck",29,,38543,ponder76,,https://pbs.twimg.com/profile_images/560967984760770561/rdakH336_normal.jpeg,0,EEEEEE,@EVINELive yep just had to wait until the next day,,1821,10/26/15 12:40,6.59E+17,Somewhere small in PA,Atlantic Time (Canada)
815719375,FALSE,finalized,3,10/27/15 1:43,female,1,yes,1,2003-01-15 22:10,"24/CreoleMixed/BornInNewOrleans,RaisedInTexas/Love God,Family,Friends,Education,$,Sleep,Text,Food,Movies,Music,Clothes, Makeup,Nature,Animals & Colors.",3,,D02B55,msrainerain,,https://pbs.twimg.com/profile_images/649838232021004289/qG3uu_gw_normal.jpg,0,829D5E,ÛÏ@thacelebritea Seen on the Scene: Spotted #RavenSymone out and about earlier this week [r.p @theybfdaily ] https://t.co/sjNH93a0L3Û ÷¼ü÷¼ü÷¼ü,,45295,10/26/15 12:40,6.59E+17,"Houston,Tx",
815719377,FALSE,finalized,3,10/26/15 22:54,female,1,yes,1,10/27/14 5:03,"hi ! my name is Louanne , I am great fan of Justin Bieber and I love you ! ª´ª»*O*",186,,0084B4,LouanneGaffe,,https://pbs.twimg.com/profile_images/645361017980067840/h_TDb28z_normal.jpg,0,C0DEED,"@justinbieber  Too much swag the Acoustic version. you are too cool, kept silent makes me laughter has the end with vibratos lol _Ù÷_Ù÷É",,34,10/26/15 12:40,6.59E+17,"Julos, Midi-PyrÌ©nÌ©es",
815719378,FALSE,finalized,3,10/27/15 0:40,female,1,yes,1,2001-08-09 12:32,National Security & Foreign Policy Editor @CQNOW. Pulitzer Crisis Center Grantee. Former Qatar Expat. Medill grad. Retweets not endorsement.,778,,FF0000,jenkoons,,https://pbs.twimg.com/profile_images/582009178169978880/SgOvDhQA_normal.jpg,0,FFFFFF,Listen to @johnmdonnelly discussing his exclusive reporting on potentially fatal flaws in #F35 ejector seat https://t.co/rZ1BEKbY6P @CQnow,,2990,10/26/15 12:40,6.59E+17,"Washington, D.C. ",Eastern Time (US & Canada)
815719380,FALSE,finalized,3,10/26/15 21:58,female,1,yes,1,4/30/10 11:21,"writer // stoop hen. into books, punk and gin. writes for cash at @iqmediacorp. working on @nsfwstory. foul mouth cyclist.",725,,6C1927,colltreese,,https://pbs.twimg.com/profile_images/613434331395035136/Qh-bDhU1_normal.jpg,0,F2E195,@BarCampPhilly @FlipperPA Yes! Would love to throw in the hat in for a couple local folks over at @iQmediacorp. Happy to arrange a meet.,,3764,10/26/15 12:40,6.59E+17,Philadelphia,Eastern Time (US & Canada)
815719382,FALSE,finalized,3,10/26/15 22:06,male,0.6399,yes,1,10/26/14 17:19,The ultimate gourmet coffee store from espresso to whole bean coffee. https://t.co/u2ppcRfRsQ https://t.co/snem4yPeAk,69,,ABB8C2,RoastmeisterLLC,,https://pbs.twimg.com/profile_images/650877535123668992/--h1P58U_normal.jpg,0,0,"Coffee Taster's Flavor Wheel from the SCAA
#coffee
https://t.co/GOLukszOLU https://t.co/HJHczkaiQy",,3202,10/26/15 12:40,6.59E+17,"Harbor Springs, MI",Eastern Time (US & Canada)
815719383,FALSE,finalized,3,10/26/15 23:57,male,1,yes,1,7/24/12 9:01,"Christian, Conservative, Baptist, Believer in Constitution and founders. Own Book Business. Republican. Theologian, Historian.",23,,0084B4,TomOrr777,,https://pbs.twimg.com/profile_images/3047508185/df2dd7d82e3e05e6e9e38e81d06c074d_normal.jpeg,0,C0DEED,We have a chance for the first time in decades to elect someone who will not be owned by lobby groups or big corporations. Or Saudi Arabia,,76387,10/26/15 12:40,6.59E+17,okc,
